SI,ProductSale,PurchasePrice,Profit,date,weekday,weekend,Category,demand
444,50.1,6.4,4.8055691,28-05-2016,0,1,1,445
445,50.1,6.4,4.8055691,28-05-2016,0,1,2,206
446,50.1,6.4,4.8055691,28-05-2016,0,1,3,359
447,28.7,7.4,-0.3903863,29-05-2016,0,1,1,445
448,28.7,7.4,-0.3903863,29-05-2016,0,1,2,206
449,28.7,7.4,-0.3903863,29-05-2016,0,1,3,359
450,66.5,8.6,-0.6125933,30-05-2016,1,0,1,445
451,66.5,8.6,-0.6125933,30-05-2016,1,0,2,206
452,66.5,8.6,-0.6125933,30-05-2016,1,0,3,359
453,44.4,6.2,4.9816416,31-05-2016,1,0,1,445
454,44.4,6.2,4.9816416,31-05-2016,1,0,2,206
455,44.4,6.2,4.9816416,31-05-2016,1,0,3,359
456,47.0,6.3,5.7382519,01-06-2016,1,0,1,253
457,47.0,6.3,5.7382519,01-06-2016,1,0,2,265
458,47.0,6.3,5.7382519,01-06-2016,1,0,3,295
459,21.8,6.9,-1.321406,02-06-2016,1,0,1,253
460,21.8,6.9,-1.321406,02-06-2016,1,0,2,265
461,21.8,6.9,-1.321406,02-06-2016,1,0,3,295
462,51.9,6.1,6.7280711,03-06-2016,1,0,1,253
463,51.9,6.1,6.7280711,03-06-2016,1,0,2,265
464,51.9,6.1,6.7280711,03-06-2016,1,0,3,295
465,49.3,6.4,0.0987366,04-06-2016,0,1,1,253
466,49.3,6.4,0.0987366,04-06-2016,0,1,2,265
467,49.3,6.4,0.0987366,04-06-2016,0,1,3,295
468,1.4,6.8,1.348502,05-06-2016,0,1,1,253
469,1.4,6.8,1.348502,05-06-2016,0,1,2,265
470,1.4,6.8,1.348502,05-06-2016,0,1,3,295
471,27.8,7.8,1.1554938,06-06-2016,1,0,1,253
472,27.8,7.8,1.1554938,06-06-2016,1,0,2,265
473,27.8,7.8,1.1554938,06-06-2016,1,0,3,295
474,9.3,7.5,-4.4143245,07-06-2016,1,0,1,253
475,9.3,7.5,-4.4143245,07-06-2016,1,0,2,265
476,9.3,7.5,-4.4143245,07-06-2016,1,0,3,295
477,17.5,9.1,4.5261019,08-06-2016,1,0,1,253
478,17.5,9.1,4.5261019,08-06-2016,1,0,2,265
479,17.5,9.1,4.5261019,08-06-2016,1,0,3,295
480,5.6,9.1,5.8532864,09-06-2016,1,0,1,253
481,5.6,9.1,5.8532864,09-06-2016,1,0,2,265
482,5.6,9.1,5.8532864,09-06-2016,1,0,3,295
483,64.5,8.9,6.373145,10-06-2016,1,0,1,253
484,64.5,8.9,6.373145,10-06-2016,1,0,2,265
485,64.5,8.9,6.373145,10-06-2016,1,0,3,295
486,29.3,6.4,-2.8363823,11-06-2016,0,1,1,253
487,29.3,6.4,-2.8363823,11-06-2016,0,1,2,265
488,29.3,6.4,-2.8363823,11-06-2016,0,1,3,295
489,17.8,7.0,-3.624794,12-06-2016,0,1,1,253
490,17.8,7.0,-3.624794,12-06-2016,0,1,2,265
491,17.8,7.0,-3.624794,12-06-2016,0,1,3,295
492,8.7,9.1,1.9646005,13-06-2016,1,0,1,253
493,8.7,9.1,1.9646005,13-06-2016,1,0,2,265
494,8.7,9.1,1.9646005,13-06-2016,1,0,3,295
495,43.4,7.2,4.2566239,14-06-2016,1,0,1,253
496,43.4,7.2,4.2566239,14-06-2016,1,0,2,265
497,43.4,7.2,4.2566239,14-06-2016,1,0,3,295
498,42.8,9.7,5.657686,15-06-2016,1,0,1,253
499,42.8,9.7,5.657686,15-06-2016,1,0,2,265
500,42.8,9.7,5.657686,15-06-2016,1,0,3,295
501,55.3,8.9,1.9703846,16-06-2016,1,0,1,253
502,55.3,8.9,1.9703846,16-06-2016,1,0,2,265
503,55.3,8.9,1.9703846,16-06-2016,1,0,3,295
504,47.8,7.9,-2.6082242,17-06-2016,1,0,1,253
505,47.8,7.9,-2.6082242,17-06-2016,1,0,2,265
506,47.8,7.9,-2.6082242,17-06-2016,1,0,3,295
507,18.7,9.8,4.3018981,18-06-2016,0,1,1,253
508,18.7,9.8,4.3018981,18-06-2016,0,1,2,265
509,18.7,9.8,4.3018981,18-06-2016,0,1,3,295
510,20.2,6.7,4.4065166,19-06-2016,0,1,1,253
511,20.2,6.7,4.4065166,19-06-2016,0,1,2,265
512,20.2,6.7,4.4065166,19-06-2016,0,1,3,295
513,9.0,9.2,0.7139444,20-06-2016,1,0,1,253
514,9.0,9.2,0.7139444,20-06-2016,1,0,2,265
515,9.0,9.2,0.7139444,20-06-2016,1,0,3,295
516,67.4,7.8,-4.3399755,21-06-2016,1,0,1,253
517,67.4,7.8,-4.3399755,21-06-2016,1,0,2,265
518,67.4,7.8,-4.3399755,21-06-2016,1,0,3,295
519,60.1,7.9,-0.3664013,22-06-2016,1,0,1,253
520,60.1,7.9,-0.3664013,22-06-2016,1,0,2,265
521,60.1,7.9,-0.3664013,22-06-2016,1,0,3,295
522,67.1,8.4,-2.4167709,23-06-2016,1,0,1,253
523,67.1,8.4,-2.4167709,23-06-2016,1,0,2,265
524,67.1,8.4,-2.4167709,23-06-2016,1,0,3,295
525,15.7,9.4,1.4535585,24-06-2016,1,0,1,253
526,15.7,9.4,1.4535585,24-06-2016,1,0,2,265
527,15.7,9.4,1.4535585,24-06-2016,1,0,3,295
528,8.1,6.3,2.5747586,25-06-2016,0,1,1,253
529,8.1,6.3,2.5747586,25-06-2016,0,1,2,265
530,8.1,6.3,2.5747586,25-06-2016,0,1,3,295
531,64.0,6.3,3.1178033,26-06-2016,0,1,1,253
532,64.0,6.3,3.1178033,26-06-2016,0,1,2,265
533,64.0,6.3,3.1178033,26-06-2016,0,1,3,295
534,31.2,7.7,-2.2833532,27-06-2016,1,0,1,253
535,31.2,7.7,-2.2833532,27-06-2016,1,0,2,265
536,31.2,7.7,-2.2833532,27-06-2016,1,0,3,295
537,9.3,7.2,-1.0580355,28-06-2016,1,0,1,253
538,9.3,7.2,-1.0580355,28-06-2016,1,0,2,265
539,9.3,7.2,-1.0580355,28-06-2016,1,0,3,295
540,0.5,8.9,2.2918571,29-06-2016,1,0,1,253
541,0.5,8.9,2.2918571,29-06-2016,1,0,2,265
542,0.5,8.9,2.2918571,29-06-2016,1,0,3,295
543,58.6,6.7,-4.9643478,30-06-2016,1,0,1,253
544,58.6,6.7,-4.9643478,30-06-2016,1,0,2,265
545,58.6,6.7,-4.9643478,30-06-2016,1,0,3,295
546,69.7,7.5,-3.3797687,01-07-2016,1,0,1,254
547,69.7,7.5,-3.3797687,01-07-2016,1,0,2,247
548,69.7,7.5,-3.3797687,01-07-2016,1,0,3,252
549,1.7,6.1,5.3452602,02-07-2016,0,1,1,254
550,1.7,6.1,5.3452602,02-07-2016,0,1,2,247
551,1.7,6.1,5.3452602,02-07-2016,0,1,3,252
552,28.2,7.5,-0.8661801,03-07-2016,0,1,1,254
553,28.2,7.5,-0.8661801,03-07-2016,0,1,2,247
554,28.2,7.5,-0.8661801,03-07-2016,0,1,3,252
555,65.9,8.4,-2.9790932,04-07-2016,1,0,1,254
556,65.9,8.4,-2.9790932,04-07-2016,1,0,2,247
557,65.9,8.4,-2.9790932,04-07-2016,1,0,3,252
558,12.6,7.9,-3.3500663,05-07-2016,1,0,1,254
559,12.6,7.9,-3.3500663,05-07-2016,1,0,2,247
560,12.6,7.9,-3.3500663,05-07-2016,1,0,3,252
561,59.4,6.7,5.0599797,06-07-2016,1,0,1,254
562,59.4,6.7,5.0599797,06-07-2016,1,0,2,247
563,59.4,6.7,5.0599797,06-07-2016,1,0,3,252
564,55.8,8.0,2.5395542,07-07-2016,1,0,1,254
565,55.8,8.0,2.5395542,07-07-2016,1,0,2,247
566,55.8,8.0,2.5395542,07-07-2016,1,0,3,252
567,43.7,7.8,2.2541436,08-07-2016,1,0,1,254
568,43.7,7.8,2.2541436,08-07-2016,1,0,2,247
569,43.7,7.8,2.2541436,08-07-2016,1,0,3,252
570,17.9,8.0,-1.9125913,09-07-2016,0,1,1,254
571,17.9,8.0,-1.9125913,09-07-2016,0,1,2,247
572,17.9,8.0,-1.9125913,09-07-2016,0,1,3,252
573,47.5,9.8,5.7103633,10-07-2016,0,1,1,254
574,47.5,9.8,5.7103633,10-07-2016,0,1,2,247
575,47.5,9.8,5.7103633,10-07-2016,0,1,3,252
576,26.2,9.1,-3.3049927,11-07-2016,1,0,1,254
577,26.2,9.1,-3.3049927,11-07-2016,1,0,2,247
578,26.2,9.1,-3.3049927,11-07-2016,1,0,3,252
579,32.0,9.3,0.007984,12-07-2016,1,0,1,254
580,32.0,9.3,0.007984,12-07-2016,1,0,2,247
581,32.0,9.3,0.007984,12-07-2016,1,0,3,252
582,47.0,7.2,-2.9197009,13-07-2016,1,0,1,254
583,47.0,7.2,-2.9197009,13-07-2016,1,0,2,247
584,47.0,7.2,-2.9197009,13-07-2016,1,0,3,252
585,49.6,6.7,6.8257247,14-07-2016,1,0,1,254
586,49.6,6.7,6.8257247,14-07-2016,1,0,2,247
587,49.6,6.7,6.8257247,14-07-2016,1,0,3,252
588,60.6,9.4,-0.3089982,15-07-2016,1,0,1,254
589,60.6,9.4,-0.3089982,15-07-2016,1,0,2,247
590,60.6,9.4,-0.3089982,15-07-2016,1,0,3,252
591,47.9,6.5,1.6871039,16-07-2016,0,1,1,254
592,47.9,6.5,1.6871039,16-07-2016,0,1,2,247
593,47.9,6.5,1.6871039,16-07-2016,0,1,3,252
594,20.3,8.5,1.2924006,17-07-2016,0,1,1,254
595,20.3,8.5,1.2924006,17-07-2016,0,1,2,247
596,20.3,8.5,1.2924006,17-07-2016,0,1,3,252
597,64.6,9.8,-3.033641,18-07-2016,1,0,1,254
598,64.6,9.8,-3.033641,18-07-2016,1,0,2,247
599,64.6,9.8,-3.033641,18-07-2016,1,0,3,252
600,68.3,7.7,3.8991039,19-07-2016,1,0,1,254
601,68.3,7.7,3.8991039,19-07-2016,1,0,2,247
602,68.3,7.7,3.8991039,19-07-2016,1,0,3,252
603,35.8,8.3,1.7955021,20-07-2016,1,0,1,254
604,35.8,8.3,1.7955021,20-07-2016,1,0,2,247
605,35.8,8.3,1.7955021,20-07-2016,1,0,3,252
606,43.1,8.4,1.8854573,21-07-2016,1,0,1,254
607,43.1,8.4,1.8854573,21-07-2016,1,0,2,247
608,43.1,8.4,1.8854573,21-07-2016,1,0,3,252
609,33.6,6.8,0.4998995,22-07-2016,1,0,1,254
610,33.6,6.8,0.4998995,22-07-2016,1,0,2,247
611,33.6,6.8,0.4998995,22-07-2016,1,0,3,252
612,26.7,7.4,4.3477604,23-07-2016,0,1,1,254
613,26.7,7.4,4.3477604,23-07-2016,0,1,2,247
614,26.7,7.4,4.3477604,23-07-2016,0,1,3,252
615,52.6,7.5,3.3733846,24-07-2016,0,1,1,254
616,52.6,7.5,3.3733846,24-07-2016,0,1,2,247
617,52.6,7.5,3.3733846,24-07-2016,0,1,3,252
618,39.1,9.8,-4.161251,25-07-2016,1,0,1,254
619,39.1,9.8,-4.161251,25-07-2016,1,0,2,247
620,39.1,9.8,-4.161251,25-07-2016,1,0,3,252
621,66.1,6.2,2.0839872,26-07-2016,1,0,1,254
622,66.1,6.2,2.0839872,26-07-2016,1,0,2,247
623,66.1,6.2,2.0839872,26-07-2016,1,0,3,252
624,25.1,6.4,1.0182342,27-07-2016,1,0,1,254
625,25.1,6.4,1.0182342,27-07-2016,1,0,2,247
626,25.1,6.4,1.0182342,27-07-2016,1,0,3,252
627,65.2,7.2,-1.5758277,28-07-2016,1,0,1,254
628,65.2,7.2,-1.5758277,28-07-2016,1,0,2,247
629,65.2,7.2,-1.5758277,28-07-2016,1,0,3,252
630,19.8,8.6,0.5322941,29-07-2016,1,0,1,254
631,19.8,8.6,0.5322941,29-07-2016,1,0,2,247
632,19.8,8.6,0.5322941,29-07-2016,1,0,3,252
633,20.5,8.9,5.319705,30-07-2016,0,1,1,254
634,20.5,8.9,5.319705,30-07-2016,0,1,2,247
635,20.5,8.9,5.319705,30-07-2016,0,1,3,252
636,28.7,8.5,3.7190695,31-07-2016,0,1,1,254
637,28.7,8.5,3.7190695,31-07-2016,0,1,2,247
638,28.7,8.5,3.7190695,31-07-2016,0,1,3,252
639,30.8,8.8,4.8659227,01-08-2016,1,0,1,368
640,30.8,8.8,4.8659227,01-08-2016,1,0,2,327
641,30.8,8.8,4.8659227,01-08-2016,1,0,3,336
642,58.3,7.8,4.07651,02-08-2016,1,0,1,368
643,58.3,7.8,4.07651,02-08-2016,1,0,2,327
644,58.3,7.8,4.07651,02-08-2016,1,0,3,336
645,4.8,8.2,-4.2459001,03-08-2016,1,0,1,368
646,4.8,8.2,-4.2459001,03-08-2016,1,0,2,327
647,4.8,8.2,-4.2459001,03-08-2016,1,0,3,336
648,21.4,7.7,1.7272093,04-08-2016,1,0,1,368
649,21.4,7.7,1.7272093,04-08-2016,1,0,2,327
650,21.4,7.7,1.7272093,04-08-2016,1,0,3,336
651,2.1,9.2,-2.2920544,05-08-2016,1,0,1,368
652,2.1,9.2,-2.2920544,05-08-2016,1,0,2,327
653,2.1,9.2,-2.2920544,05-08-2016,1,0,3,336
654,29.7,8.8,1.3963091,06-08-2016,0,1,1,368
655,29.7,8.8,1.3963091,06-08-2016,0,1,2,327
656,29.7,8.8,1.3963091,06-08-2016,0,1,3,336
657,40.4,8.0,-4.6404242,07-08-2016,0,1,1,368
658,40.4,8.0,-4.6404242,07-08-2016,0,1,2,327
659,40.4,8.0,-4.6404242,07-08-2016,0,1,3,336
660,36.6,7.2,4.5220509,08-08-2016,1,0,1,368
661,36.6,7.2,4.5220509,08-08-2016,1,0,2,327
662,36.6,7.2,4.5220509,08-08-2016,1,0,3,336
663,48.1,6.9,2.8835986,09-08-2016,1,0,1,368
664,48.1,6.9,2.8835986,09-08-2016,1,0,2,327
665,48.1,6.9,2.8835986,09-08-2016,1,0,3,336
666,51.1,6.0,0.8609244,10-08-2016,1,0,1,368
667,51.1,6.0,0.8609244,10-08-2016,1,0,2,327
668,51.1,6.0,0.8609244,10-08-2016,1,0,3,336
669,47.9,8.6,2.8793589,11-08-2016,1,0,1,368
670,47.9,8.6,2.8793589,11-08-2016,1,0,2,327
671,47.9,8.6,2.8793589,11-08-2016,1,0,3,336
672,45.8,7.7,3.7589569,12-08-2016,1,0,1,368
673,45.8,7.7,3.7589569,12-08-2016,1,0,2,327
674,45.8,7.7,3.7589569,12-08-2016,1,0,3,336
675,56.0,9.5,-0.8295743,13-08-2016,0,1,1,368
676,56.0,9.5,-0.8295743,13-08-2016,0,1,2,327
677,56.0,9.5,-0.8295743,13-08-2016,0,1,3,336
678,55.1,7.6,-3.6116601,14-08-2016,0,1,1,368
679,55.1,7.6,-3.6116601,14-08-2016,0,1,2,327
680,55.1,7.6,-3.6116601,14-08-2016,0,1,3,336
681,9.9,7.0,2.982112,15-08-2016,1,0,1,368
682,9.9,7.0,2.982112,15-08-2016,1,0,2,327
683,9.9,7.0,2.982112,15-08-2016,1,0,3,336
684,43.0,6.5,1.2102671,16-08-2016,1,0,1,368
685,43.0,6.5,1.2102671,16-08-2016,1,0,2,327
686,43.0,6.5,1.2102671,16-08-2016,1,0,3,336
687,24.6,9.3,1.3890225,17-08-2016,1,0,1,368
688,24.6,9.3,1.3890225,17-08-2016,1,0,2,327
689,24.6,9.3,1.3890225,17-08-2016,1,0,3,336
690,57.1,9.5,3.3344057,18-08-2016,1,0,1,368
691,57.1,9.5,3.3344057,18-08-2016,1,0,2,327
692,57.1,9.5,3.3344057,18-08-2016,1,0,3,336
693,20.1,6.6,0.4186067,19-08-2016,1,0,1,368
694,20.1,6.6,0.4186067,19-08-2016,1,0,2,327
695,20.1,6.6,0.4186067,19-08-2016,1,0,3,336
696,68.7,6.1,-2.8768397,20-08-2016,0,1,1,368
697,68.7,6.1,-2.8768397,20-08-2016,0,1,2,327
698,68.7,6.1,-2.8768397,20-08-2016,0,1,3,336
699,36.1,8.5,-1.408919,21-08-2016,0,1,1,368
700,36.1,8.5,-1.408919,21-08-2016,0,1,2,327
701,36.1,8.5,-1.408919,21-08-2016,0,1,3,336
702,48.8,6.3,-1.7407226,22-08-2016,1,0,1,368
703,48.8,6.3,-1.7407226,22-08-2016,1,0,2,327
704,48.8,6.3,-1.7407226,22-08-2016,1,0,3,336
705,60.3,8.1,0.4049765,23-08-2016,1,0,1,368
706,60.3,8.1,0.4049765,23-08-2016,1,0,2,327
707,60.3,8.1,0.4049765,23-08-2016,1,0,3,336
708,12.7,8.4,0.7026889,24-08-2016,1,0,1,368
709,12.7,8.4,0.7026889,24-08-2016,1,0,2,327
710,12.7,8.4,0.7026889,24-08-2016,1,0,3,336
711,47.2,7.1,-4.0920048,25-08-2016,1,0,1,368
712,47.2,7.1,-4.0920048,25-08-2016,1,0,2,327
713,47.2,7.1,-4.0920048,25-08-2016,1,0,3,336
714,32.4,7.1,3.5569121,26-08-2016,1,0,1,368
715,32.4,7.1,3.5569121,26-08-2016,1,0,2,327
716,32.4,7.1,3.5569121,26-08-2016,1,0,3,336
717,69.8,8.9,2.5484452,27-08-2016,0,1,1,368
718,69.8,8.9,2.5484452,27-08-2016,0,1,2,327
719,69.8,8.9,2.5484452,27-08-2016,0,1,3,336
720,3.7,8.3,-0.6236082,28-08-2016,0,1,1,368
721,3.7,8.3,-0.6236082,28-08-2016,0,1,2,327
722,3.7,8.3,-0.6236082,28-08-2016,0,1,3,336
723,30.5,9.0,-3.3007075,29-08-2016,1,0,1,368
724,30.5,9.0,-3.3007075,29-08-2016,1,0,2,327
725,30.5,9.0,-3.3007075,29-08-2016,1,0,3,336
726,31.2,8.0,1.4871231,30-08-2016,1,0,1,368
727,31.2,8.0,1.4871231,30-08-2016,1,0,2,327
728,31.2,8.0,1.4871231,30-08-2016,1,0,3,336
729,38.3,9.5,0.9115304,31-08-2016,1,0,1,368
730,38.3,9.5,0.9115304,31-08-2016,1,0,2,327
731,38.3,9.5,0.9115304,31-08-2016,1,0,3,336
732,48.3,9.4,4.4625322,01-09-2016,1,0,1,264
733,48.3,9.4,4.4625322,01-09-2016,1,0,2,264
734,48.3,9.4,4.4625322,01-09-2016,1,0,3,272
735,41.7,9.6,-4.1601745,02-09-2016,1,0,1,264
736,41.7,9.6,-4.1601745,02-09-2016,1,0,2,264
737,41.7,9.6,-4.1601745,02-09-2016,1,0,3,272
738,25.1,6.4,0.8950367,03-09-2016,0,1,1,264
739,25.1,6.4,0.8950367,03-09-2016,0,1,2,264
740,25.1,6.4,0.8950367,03-09-2016,0,1,3,272
741,7.8,8.6,-2.8971196,04-09-2016,0,1,1,264
742,7.8,8.6,-2.8971196,04-09-2016,0,1,2,264
743,7.8,8.6,-2.8971196,04-09-2016,0,1,3,272
744,68.4,7.5,5.2074257,05-09-2016,1,0,1,264
745,68.4,7.5,5.2074257,05-09-2016,1,0,2,264
746,68.4,7.5,5.2074257,05-09-2016,1,0,3,272
747,7.3,7.7,6.3898182,06-09-2016,1,0,1,264
748,7.3,7.7,6.3898182,06-09-2016,1,0,2,264
749,7.3,7.7,6.3898182,06-09-2016,1,0,3,272
750,33.7,7.7,3.6938647,07-09-2016,1,0,1,264
751,33.7,7.7,3.6938647,07-09-2016,1,0,2,264
752,33.7,7.7,3.6938647,07-09-2016,1,0,3,272
753,38.3,9.5,-2.1830864,08-09-2016,1,0,1,264
754,38.3,9.5,-2.1830864,08-09-2016,1,0,2,264
755,38.3,9.5,-2.1830864,08-09-2016,1,0,3,272
756,47.1,6.2,-0.3523687,09-09-2016,1,0,1,264
757,47.1,6.2,-0.3523687,09-09-2016,1,0,2,264
758,47.1,6.2,-0.3523687,09-09-2016,1,0,3,272
759,19.1,7.0,1.7654124,10-09-2016,0,1,1,264
760,19.1,7.0,1.7654124,10-09-2016,0,1,2,264
761,19.1,7.0,1.7654124,10-09-2016,0,1,3,272
762,53.8,7.6,3.0491048,11-09-2016,0,1,1,264
763,53.8,7.6,3.0491048,11-09-2016,0,1,2,264
764,53.8,7.6,3.0491048,11-09-2016,0,1,3,272
765,15.6,6.4,-2.8072108,12-09-2016,1,0,1,264
766,15.6,6.4,-2.8072108,12-09-2016,1,0,2,264
767,15.6,6.4,-2.8072108,12-09-2016,1,0,3,272
768,51.3,7.6,-1.4777274,13-09-2016,1,0,1,264
769,51.3,7.6,-1.4777274,13-09-2016,1,0,2,264
770,51.3,7.6,-1.4777274,13-09-2016,1,0,3,272
771,36.6,8.5,1.2804224,14-09-2016,1,0,1,264
772,36.6,8.5,1.2804224,14-09-2016,1,0,2,264
773,36.6,8.5,1.2804224,14-09-2016,1,0,3,272
774,34.4,6.6,1.4609187,15-09-2016,1,0,1,264
775,34.4,6.6,1.4609187,15-09-2016,1,0,2,264
776,34.4,6.6,1.4609187,15-09-2016,1,0,3,272
777,3.6,6.7,1.6023094,16-09-2016,1,0,1,264
778,3.6,6.7,1.6023094,16-09-2016,1,0,2,264
779,3.6,6.7,1.6023094,16-09-2016,1,0,3,272
780,52.9,7.9,-1.1249605,17-09-2016,0,1,1,264
781,52.9,7.9,-1.1249605,17-09-2016,0,1,2,264
782,52.9,7.9,-1.1249605,17-09-2016,0,1,3,272
783,28.6,9.5,2.8124983,18-09-2016,0,1,1,264
784,28.6,9.5,2.8124983,18-09-2016,0,1,2,264
785,28.6,9.5,2.8124983,18-09-2016,0,1,3,272
786,42.2,8.9,-4.5552787,19-09-2016,1,0,1,264
787,42.2,8.9,-4.5552787,19-09-2016,1,0,2,264
788,42.2,8.9,-4.5552787,19-09-2016,1,0,3,272
789,43.1,6.9,3.2947518,20-09-2016,1,0,1,264
790,43.1,6.9,3.2947518,20-09-2016,1,0,2,264
791,43.1,6.9,3.2947518,20-09-2016,1,0,3,272
792,13.4,9.3,-0.3803363,21-09-2016,1,0,1,264
793,13.4,9.3,-0.3803363,21-09-2016,1,0,2,264
794,13.4,9.3,-0.3803363,21-09-2016,1,0,3,272
795,3.4,7.3,-2.6523655,22-09-2016,1,0,1,264
796,3.4,7.3,-2.6523655,22-09-2016,1,0,2,264
797,3.4,7.3,-2.6523655,22-09-2016,1,0,3,272
798,5.8,6.2,1.4553413,23-09-2016,1,0,1,264
799,5.8,6.2,1.4553413,23-09-2016,1,0,2,264
800,5.8,6.2,1.4553413,23-09-2016,1,0,3,272
801,62.4,9.7,-4.6591847,24-09-2016,0,1,1,264
802,62.4,9.7,-4.6591847,24-09-2016,0,1,2,264
803,62.4,9.7,-4.6591847,24-09-2016,0,1,3,272
804,44.8,6.1,4.899418,25-09-2016,0,1,1,264
805,44.8,6.1,4.899418,25-09-2016,0,1,2,264
806,44.8,6.1,4.899418,25-09-2016,0,1,3,272
807,6.0,8.0,-4.0918131,26-09-2016,1,0,1,264
808,6.0,8.0,-4.0918131,26-09-2016,1,0,2,264
809,6.0,8.0,-4.0918131,26-09-2016,1,0,3,272
810,4.9,7.2,5.4745666,27-09-2016,1,0,1,264
811,4.9,7.2,5.4745666,27-09-2016,1,0,2,264
812,4.9,7.2,5.4745666,27-09-2016,1,0,3,272
813,27.6,7.9,3.7363676,28-09-2016,1,0,1,264
814,27.6,7.9,3.7363676,28-09-2016,1,0,2,264
815,27.6,7.9,3.7363676,28-09-2016,1,0,3,272
816,50.9,7.1,-3.776655,29-09-2016,1,0,1,264
817,50.9,7.1,-3.776655,29-09-2016,1,0,2,264
818,50.9,7.1,-3.776655,29-09-2016,1,0,3,272
819,39.7,8.6,5.2205066,30-09-2016,1,0,1,264
820,39.7,8.6,5.2205066,30-09-2016,1,0,2,264
821,39.7,8.6,5.2205066,30-09-2016,1,0,3,272
822,65.8,7.6,2.5863411,01-10-2016,0,1,1,320
823,65.8,7.6,2.5863411,01-10-2016,0,1,2,252
824,65.8,7.6,2.5863411,01-10-2016,0,1,3,185
825,27.0,9.3,3.3123065,02-10-2016,0,1,1,320
826,27.0,9.3,3.3123065,02-10-2016,0,1,2,252
827,27.0,9.3,3.3123065,02-10-2016,0,1,3,185
828,63.8,9.8,-4.61949,03-10-2016,1,0,1,320
829,63.8,9.8,-4.61949,03-10-2016,1,0,2,252
830,63.8,9.8,-4.61949,03-10-2016,1,0,3,185
831,32.5,9.1,2.5664699,04-10-2016,1,0,1,320
832,32.5,9.1,2.5664699,04-10-2016,1,0,2,252
833,32.5,9.1,2.5664699,04-10-2016,1,0,3,185
834,4.5,9.5,5.4350858,05-10-2016,1,0,1,320
835,4.5,9.5,5.4350858,05-10-2016,1,0,2,252
836,4.5,9.5,5.4350858,05-10-2016,1,0,3,185
837,0.6,8.1,-4.0222795,06-10-2016,1,0,1,320
838,0.6,8.1,-4.0222795,06-10-2016,1,0,2,252
839,0.6,8.1,-4.0222795,06-10-2016,1,0,3,185
840,41.9,8.9,-4.770707,07-10-2016,1,0,1,320
841,41.9,8.9,-4.770707,07-10-2016,1,0,2,252
842,41.9,8.9,-4.770707,07-10-2016,1,0,3,185
843,20.4,8.5,-0.8503859,08-10-2016,0,1,1,320
844,20.4,8.5,-0.8503859,08-10-2016,0,1,2,252
845,20.4,8.5,-0.8503859,08-10-2016,0,1,3,185
846,20.8,6.9,0.4516888,09-10-2016,0,1,1,320
847,20.8,6.9,0.4516888,09-10-2016,0,1,2,252
848,20.8,6.9,0.4516888,09-10-2016,0,1,3,185
849,26.2,8.2,-1.7893795,10-10-2016,1,0,1,320
850,26.2,8.2,-1.7893795,10-10-2016,1,0,2,252
851,26.2,8.2,-1.7893795,10-10-2016,1,0,3,185
852,51.7,8.2,1.9149039,11-10-2016,1,0,1,320
853,51.7,8.2,1.9149039,11-10-2016,1,0,2,252
854,51.7,8.2,1.9149039,11-10-2016,1,0,3,185
855,34.6,9.7,2.1590822,12-10-2016,1,0,1,320
856,34.6,9.7,2.1590822,12-10-2016,1,0,2,252
857,34.6,9.7,2.1590822,12-10-2016,1,0,3,185
858,53.3,8.6,5.2312667,13-10-2016,1,0,1,320
859,53.3,8.6,5.2312667,13-10-2016,1,0,2,252
860,53.3,8.6,5.2312667,13-10-2016,1,0,3,185
861,16.2,6.8,-3.7438359,14-10-2016,1,0,1,320
862,16.2,6.8,-3.7438359,14-10-2016,1,0,2,252
863,16.2,6.8,-3.7438359,14-10-2016,1,0,3,185
864,17.7,7.6,3.6328066,15-10-2016,0,1,1,320
865,17.7,7.6,3.6328066,15-10-2016,0,1,2,252
866,17.7,7.6,3.6328066,15-10-2016,0,1,3,185
867,35.6,7.2,6.5500418,16-10-2016,0,1,1,320
868,35.6,7.2,6.5500418,16-10-2016,0,1,2,252
869,35.6,7.2,6.5500418,16-10-2016,0,1,3,185
870,48.5,6.3,-0.8313444,17-10-2016,1,0,1,320
871,48.5,6.3,-0.8313444,17-10-2016,1,0,2,252
872,48.5,6.3,-0.8313444,17-10-2016,1,0,3,185
873,27.9,8.1,1.16236,18-10-2016,1,0,1,320
874,27.9,8.1,1.16236,18-10-2016,1,0,2,252
875,27.9,8.1,1.16236,18-10-2016,1,0,3,185
876,46.1,9.4,2.2036526,19-10-2016,1,0,1,320
877,46.1,9.4,2.2036526,19-10-2016,1,0,2,252
878,46.1,9.4,2.2036526,19-10-2016,1,0,3,185
879,33.8,6.8,-2.2899488,20-10-2016,1,0,1,320
880,33.8,6.8,-2.2899488,20-10-2016,1,0,2,252
881,33.8,6.8,-2.2899488,20-10-2016,1,0,3,185
882,21.5,6.1,-1.2963273,21-10-2016,1,0,1,320
883,21.5,6.1,-1.2963273,21-10-2016,1,0,2,252
884,21.5,6.1,-1.2963273,21-10-2016,1,0,3,185
885,35.9,6.0,1.4880101,22-10-2016,0,1,1,320
886,35.9,6.0,1.4880101,22-10-2016,0,1,2,252
887,35.9,6.0,1.4880101,22-10-2016,0,1,3,185
888,2.2,8.1,4.6810617,23-10-2016,0,1,1,320
889,2.2,8.1,4.6810617,23-10-2016,0,1,2,252
